date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 17:51:00,23.18,27.272,426.0,721.25,0.00479298817650529,1
2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,0.00478344094931065,1
2015-02-04 17:53:00,23.15,27.245,426.0,713.5,0.00477946352442199,1
2015-02-04 17:54:00,23.15,27.2,426.0,708.25,0.00477150882608175,1
2015-02-04 17:55:00,23.1,27.2,426.0,704.5,0.004756992933315179,1
2015-02-04 17:55:59,23.1,27.2,419.0,701.0,0.004756992933315179,1
2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,0.004756992933315179,1
2015-02-04 17:57:59,23.1,27.2,419.0,699.0,0.004756992933315179,1
2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,0.004756992933315179,1
2015-02-04 18:00:00,23.075,27.175,419.0,688.0,0.00474535071966655,1
2015-02-04 18:01:00,23.075,27.15,419.0,690.25,0.00474095189694268,1
2015-02-04 18:02:00,23.1,27.1,419.0,691.0,0.00473937073052061,1
2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,0.00475111875560951,1
2015-02-04 18:04:00,23.05,27.15,419.0,687.5,0.0047337317970825,1
2015-02-04 18:04:59,23.0,27.125,419.0,686.0,0.00471494214590473,1
2015-02-04 18:06:00,23.0,27.125,418.5,680.5,0.00471494214590473,1
2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0.0047280779496687705,0
2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0.00472795137178073,0
2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0.0047454083970941,0
2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0.00472950615591001,0
2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591001,0
2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591001,0
2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.00473907551474663,0
2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.00474864516581148,0
2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.00474864516581148,0
2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.00471022404680625,0
2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.004719734999149521,0
2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.004719734999149521,0
2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.004719734999149521,0
2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.0047067761580489,0
2015-02-04 18:21:00,22.7,27.463333333333303,0.0,668.666666666667,0.00468754308384392,0
2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0.00469384871410812,0
2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0.00469384871410812,0
2015-02-04 18:23:59,22.6666666666667,27.426666666666698,0.0,664.5,0.004671707764617511,0
2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0.00471104653252311,0
2015-02-04 18:26:00,22.6,27.426666666666698,0.0,670.333333333333,0.00465269945869772,0
2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0.0046464328065348,0
2015-02-04 18:28:00,22.6,27.356666666666698,0.0,658.0,0.00464073595878431,0
2015-02-04 18:29:00,22.6,27.445,0.0,660.5,0.00465583283178072,0
2015-02-04 18:29:59,22.6,27.426666666666698,0.0,658.0,0.00465269945869772,0
2015-02-04 18:30:59,22.6,27.445,0.0,655.0,0.00465583283178072,0
2015-02-04 18:32:00,22.6,27.445,0.0,654.25,0.00465583283178072,0
2015-02-04 18:33:00,22.6,27.39,0.0,648.0,0.0046464328065348,0
2015-02-04 18:34:00,22.5,27.323333333333302,0.0,648.666666666667,0.004606763202978321,0
2015-02-04 18:35:00,22.5,27.445,0.0,646.0,0.00462742903214501,0
2015-02-04 18:36:00,22.5,27.5,0.0,646.0,0.00463677156669758,0
2015-02-04 18:36:59,22.5,27.445,0.0,641.5,0.00462742903214501,0
2015-02-04 18:38:00,22.39,27.29,0.0,639.0,0.00457021208799111,0
2015-02-04 18:39:00,22.5,27.5,0.0,640.0,0.00463677156669758,0
2015-02-04 18:40:00,22.39,27.34,0.0,630.5,0.00457864714513976,0
2015-02-04 18:40:59,22.39,27.356666666666698,0.0,629.333333333333,0.0045814588813251,0
2015-02-04 18:42:00,22.39,27.5,0.0,632.0,0.00460564085426059,0
2015-02-04 18:42:59,22.39,27.5,0.0,636.5,0.00460564085426059,0
2015-02-04 18:43:59,22.39,27.5,0.0,627.5,0.00460564085426059,0
2015-02-04 18:45:00,22.39,27.39,0.0,626.0,0.0045870824294015,0
2015-02-04 18:46:00,22.39,27.5,0.0,625.5,0.00460564085426059,0
2015-02-04 18:47:00,22.34,27.39,0.0,623.5,0.0045730503494798205,0
2015-02-04 18:48:00,22.39,27.463333333333303,0.0,624.666666666667,0.0045994545904935605,0
2015-02-04 18:49:00,22.39,27.39,0.0,622.0,0.0045870824294015,0
2015-02-04 18:49:59,22.29,27.39,0.0,621.0,0.00455905614852278,0
2015-02-04 18:51:00,22.34,27.39,0.0,626.5,0.0045730503494798205,0
2015-02-04 18:52:00,22.29,27.39,0.0,622.0,0.00455905614852278,0
2015-02-04 18:53:00,22.39,27.39,0.0,620.0,0.0045870824294015,0
2015-02-04 18:53:59,22.29,27.39,0.0,621.5,0.00455905614852278,0
2015-02-04 18:55:00,22.29,27.356666666666698,0.0,616.333333333333,0.00455346720904263,0
2015-02-04 18:55:59,22.29,27.34,0.0,609.0,0.00455067277669262,0
2015-02-04 18:56:59,22.29,27.39,0.0,614.0,0.00455905614852278,0
